0x87111da0,r_cmdbuf_worker
0xb96da139,wind_global_vector
0x46a26833,wind_global_low_altitude
0x48bd59f2,wind_global_hi_altitude
0x48713fb6,wind_global_low_strength_percent
0x44256435,wind_leaf_scale
0x0908289d,wind_grass_gustinterval
0x37eb947d,wind_grass_scale
0x33b66ab5,wind_grass_tension
0x40f220a8,wind_grass_gust_speed
0x5bd124bf,wind_grass_gust_radius
0x57dd8426,wind_grass_gust_strength
0x349f0182,wind_grass_gust_distance
0x1ae3d292,wind_debug_display
0x41121c2d,tree_bend
0xf3141235,tree_random
0xb90ab786,tree_frequency
0xcace8639,spawnsystem_debug
0xaad69222,spawnsystem_debug_best_points
0x85569535,spawnsystem_debug_points
0xe98afcfc,spawnsystem_debug_point_weights
0xac212d56,spawnsystem_debug_influencers
0x035124b7,spawnsystem_debug_influencer_types
0x030681eb,spawnsystem_debug_influencer_pulse
0x851c1585,spawnsystem_debug_player
0xdac0c03f,spawnsystem_debug_team
0xce19e6d8,spawnsystem_debug_sideswitched
0xb8e74020,spawnsystem_debug_visibility
0xfd0cd50e,spawnsystem_debug_visibility_time
0xb40f1b1a,spawnsystem_debug_archive
0xaf17956b,spawnsystem_debug_showclients
0xd413be8e,spawnsystem_debug_liveedit
0x22133061,spawnsystem_weapon_influencer_sight_check
0x3dfb7ec5,spawnsystem_weapon_influencer_push_through
0xbe5ca5aa,spawnsystem_weapon_influencer_min_length
0x0e697dcc,spawnsystem_weapon_influencer_update_interval
0xb8053dc7,spawnsystem_friend_influencer_stacking
0x79ff75ad,spawnsystem_enemy_influencer_stacking
0xe355341e,spawnsystem_enemy_spawned_influencer_stacking
0x8afe7f9d,spawnsystem_sight_check_max_distance
0xd3530f8f,spawnsystem_sight_height_offset
0x8740906e,spawnsystem_badspawn_damage_delay
0x3cb0eba1,spawnsystem_badspawn_aggression_delay
0xb768e8ae,spawnsystem_badspawn_force_record
0x23594a7e,spawnsystem_allow_culling
0x3dd40f51,spawnsystem_danger_time
0xc9cd0750,spawnsystem_score_cull_time_max
0xc9cd084e,spawnsystem_score_cull_time_min
0xc17771cd,spawnsystem_score_cull_percent
0x9b16b75c,spawnsystem_score_cull_min_points
0x962f067c,spawnsystem_allow_non_team_spawns
0x903501c8,spawnsystem_demo_max_written
0x4875ffd0,spawnsystem_demo_enable_parsing
0x2a39bded,spawnsystem_old_vis_mask
0x74682944,g_fogColorReadOnly
0xf7f46a27,g_fogStartDistReadOnly
0xe1fde974,g_fogHalfDistReadOnly
0x537efafb,vehPlaneRollDeadZone
0xf4967d29,vehPlaneRollAccel
0x81d8c0a8,vehPlanePitchAccel
0x6978859a,vehPlaneYawSpeed
0x184193be,vehPlaneYawFromRollScale
0xf54e00f6,vehPlaneLiftForce
0xb5aadc4d,vehPlaneFakeLiftForce
0x9fd008bb,vehPlaneLowSpeed
0x8195002d,vehPlaneGravityForce
0x4a24e650,vehicle_switch_seat_delay
0x2b8a9b5e,vehicle_damage_max_shielding
0x9acae746,vehicle_damage_zone_front
0x42c74dc2,vehicle_damage_zone_side
0x42c6b007,vehicle_damage_zone_rear
0x9bd7f55b,vehicle_damage_zone_under
0x8f401d8a,vehicle_damage_bullet
0xf0a9df38,vehicle_damage_grenade
0x4ac53cd3,vehicle_damage_projectile
0xf27a42be,vehicle_damage_bouncing_betty
0xaa48e5cf,vehicle_damage_satchel_charge
0x2502256e,vehicle_damage_sticky_grenade
0x29d4a545,vehicle_piece_damagesfx_threshold
0xc74dd601,vehicle_destructible_damage_grenade
0x55fd9d67,vehicle_destructible_damage_bouncing_betty
0x0dcc4078,vehicle_destructible_damage_satchel_charge
0x88858017,vehicle_destructible_damage_sticky_grenade
0x84bf7b28,vehicle_destructible_damage_grenade_radius
0x274433ce,vehicle_destructible_damage_bouncing_betty_radius
0xe63c99bf,vehicle_destructible_damage_satchel_charge_radius
0xe71c307e,vehicle_destructible_damage_sticky_grenade_radius
0x2f8287c3,vehicle_destructible_damage_projectile_radius
0xc4485dc4,g_turretServerPitchMin
0xc4485cc6,g_turretServerPitchMax
0xa4c5a666,g_turretBipodOffset
0x99dbaf6d,killOnlyTrailFX
0x4083079f,customGameMode
0x403fe6bf,cl_maxppf
0x0c2c3bbd,ui_custom_name
0x659fd911,cl_splitscreenGamestateHack
0xb00bd629,m_pitch
0x0fe996c2,m_yaw
0xee795086,m_forward
0x0d1944b6,m_side
0x9a2eea57,m_filter
0xfe6f5694,cl_mouseAccel
0xc98abb2a,cl_freelook
0xb18c511e,cl_motdString
0x37ccf024,cl_ingame
0x17f6dc38,password
0x5bbf66ca,mortarStrikesLeft
0x364de272,player_name
0x7c9d3eb1,rate
0x0bbf1fb8,systemlink
0x38ea4789,cl_voice
0x74f0955a,cl_timeout
0x3a3d3b24,cl_connectTimeout
0xdd633055,cl_connectionAttempts
0xd95e2ba0,doublescreen
0x99132f31,splitscreen
0xe6ff85e6,splitscreen_playerCount
0x1851c25b,com_maxclients
0x2995dda4,com_freemoveScale
0x320baf1f,disconnected_ctrls
0x75fe5192,com_maxfps
0x8b93b594,grenade_indicators_enabled
0xdb9886d4,throwback_enabled
0xffe0b464,disable_vcs
0x3413a22f,disable_vcs_viewmodel
0xc2de4cde,vcs_timelimit
0xfeab2827,gts_validation_enabled
0xc2be7acb,lui_checksum_enabled
0x1eeb6793,lui_error_report
0x2a326aa1,lui_error_report_delay
0xe52098a5,lui_timescale
0x4decf257,zombiemode_path_minz_bias
0x4cd9faee,zombie_devgui
0x1c48a84d,spmode
0x4a195b44,onlinegame
0x21c07c90,xblive_rankedmatch
0xccf798f6,xblive_privatematch
0xd367d3fb,sv_fakeServerLoad
0x2b1787e0,sv_fakeServerLoadRand
0x59ea1bf4,sv_forceunranked
0x1783d2ab,developer
0x9b1a5adf,developer_script
0x87bf7427,logfile
0x2e5f6129,com_statmon
0x0a87e7da,com_timescale
0x5bfdeb7c,timescale
0x4aea5ec4,fixedtime
0x095c56f9,fixedtime_float
0x77f155b8,long_blocking_call
0xc99727af,sv_paused
0x473dc6d5,cl_paused
0x19548c15,useMapPreloading
0xae1ff67e,useSvMapPreloading
0xc4966cee,sv_running
0xc630125f,com_voip_resume_time
0x3f44bdae,com_introPlayed
0x8a04a058,com_desiredMenu
0x0f943f25,hiDef
0x9993c78e,wideScreen
0xe54e61d2,doublesided_raycasts
0xf5df8ede,log_append
0x32f384a1,ui_mapname
0x0041651e,ui_gametype
0xe66d3652,ui_levelEra
0x76cf99ca,ui_combatCurrScrollBarPos
0xbdb78abe,ui_deadquote
0x90a4dc29,ui_mapCount
0x6464b70e,ui_errorTitle
0xec342191,ui_errorMessage
0x00776938,ui_errorMessageDebug
0x97b631e0,ui_autoContinue
0xf75fc86a,creditsScrollScale
0xd4a553c1,ui_drawSpinnerAfterMovie
0xb4a24a06,all_players_are_connected
0x1f8c9394,scr_hostmigrationtest
0x0035dc6d,quit_on_error
0x1be0bef8,debug_show_viewpos
0x7d604436,scr_wagerTier
0x1961f5e9,scr_killcam
0xa879d65f,scr_numLives
0xbc8ca09d,debug_protocol
0x608c818b,nextarena
0x146f2c73,ClickToContinue
0x2a7d534b,demoname
0x134d5297,createfx
0x010bb950,saved_gameskill
0x24905703,war_sb
0xc2dddcc6,scr_allies
0x72e5d681,scr_axis
0xe4c48e3d,scr_wagerBet
0xf95ff250,miniscoreboardhide
0x109f866f,war_a
0x109f8670,war_b
0x109f8671,war_c
0x109f8672,war_d
0x109f8673,war_e
0xdbf20043,band_demosystem
0x4d1a884b,band_2players
0x259e320d,band_4players
0xfe21dbcf,band_6players
0xd6a58591,band_8players
0x8fe7b89c,band_12players
0x1972b5e2,band_18players
0x332c97b0,band_dedicated
0x7ab99713,g_loadScripts
0x063c6800,missingCommandWillError
0xfd1dd89f,ik_enable
0x742fb7bf,ik_debug
0x5235338a,ik_pelvis_test
0xfa4f340f,ik_foot_test
0x8561aaf2,ik_hand_test
0x9be9ba0e,ik_left_hand_lerp_test
0xcb1bcdc1,ik_right_hand_lerp_test
0x81d93685,ik_enable_player_hand
0xa27f99df,ik_enable_player_terrain
0xf5de80c2,ik_enable_ai_hand
0x7d1a16fc,ik_enable_ai_terrain
0x44c2a150,ik_ai_hand_tuning
0xe12df95f,ik_ai_hand_offset_vec
0xdd5bf928,ik_ai_hand_rotation_vec
0xbe391294,ik_ai_hand_get_data
0x477fe38a,ik_paranoid_matrix_checks
0xb9766a7b,ik_pitch_limit_thresh
0x0d42fcd3,ik_pitch_limit_max
0x3b0d9bfc,ik_roll_limit_thresh
0x6a36b5f4,ik_roll_limit_max
0xefad3df4,ik_yaw_limit_thresh
0x58d0daec,ik_yaw_limit_max
0x0f741997,ik_lookatentity_head_scale
0x5a1b39fe,ik_dvar_lookatentity_notorso
0xf3254b88,ik_dvar_lookatentity_tracking_rate
0xa03bbd67,ik_dvar_lookatentity_eyes_scale
0x4097cfec,ik_lookatpos_head_scale
0x07db3bf3,ik_dvar_lookatpos_notorso
0x969e313d,ik_dvar_lookatpos_tracking_rate
0x770e773c,ik_dvar_lookatpos_eyes_scale
0x2af71e41,ik_dvar_ai_aim_tracking_rate
0x53189835,ik_ai_pool_size
0xf8357753,ik_ai_range_max
0xdec75842,wiiuIkEnabled
0xe0034d4e,snd_draw3D
0x61a81562,snd_autosim_window
0xded49143,snd_max_ram_voice
0x82a08e2f,snd_max_stream_voice
0xed9b95e3,snd_trace_master
0xf98f29fd,snd_trace_reverb
0x9380886d,snd_trace_voice
0xa100ec92,snd_futz
0x7d7035d6,snd_ps3_vol_occlusion_attenuation_dry
0x7d7084f7,snd_ps3_vol_occlusion_attenuation_wet
0xaf00532c,snd_speakerConfiguration
0x51502929,webm_highactivitythreshold
0x679a1643,webm_usersWaitingToStream
0x3551c1cb,webm_usersStreaming
0x354e8bd9,r_sunsprite_shader
0xf977855d,r_sunsprite_size
0xf2686d0c,r_sunflare_shader
0x0fa74c53,r_sunflare_min_size
0x034d8bff,r_sunflare_min_angle
0xbf28fc95,r_sunflare_max_size
0xa3054481,r_sunflare_max_angle
0xa3045180,r_sunflare_max_alpha
0xd3985b3c,r_sunflare_fadein
0x46a3dd9d,r_sunflare_fadeout
0xa7fdf63e,r_sunblind_min_angle
0x47b5aec0,r_sunblind_max_angle
0x4485c66e,r_sunblind_max_darken
0x71ebd5db,r_sunblind_fadein
0xaf66ac1c,r_sunblind_fadeout
0xa694f9c0,r_sunglare_min_angle
0x464cb242,r_sunglare_max_angle
0x4f5737a6,r_sunglare_max_lighten
0x048bb89d,r_sunglare_fadein
0x9602e71e,r_sunglare_fadeout
0x29dfd2bd,r_sun_fx_position
0x89ac5d21,r_fontResolution
0xeabd8bea,r_resolution
0x18c33a0c,r_ssao
0x7a2e57f4,r_ssaoScale
0xbd8197b4,r_ssaoRadius
0xdce0e8cb,r_ssaoBias
0x59db0db3,r_ssaoIntensity
0x79200693,r_ssaoDebug
0x18c3dba4,r_txaa
0x4de1bb4a,r_txaaSupported
0x490eb869,r_txaaMode
0xb1f1f5ea,r_txaaDepth1
0xb1f1f5eb,r_txaaDepth2
0xbc92ebeb,r_txaaMotion1
0xbc92ebec,r_txaaMotion2
0x25a69cbc,r_clipCodec
0x10b0a499,r_clipSize
0x4652b747,r_clipFPS
0xe4ed0451,vid_xpos
0xe4ed90b2,vid_ypos
0x5adaf0d1,r_autopriority
0xb4577e49,r_fullscreen
0xe43feb66,r_previousFullscreen
0xa7041a45,r_convergence
0x123a877c,r_ignorehwgamma
0x7fd1fe8d,r_texFilterAnisoMax
0xa1bfd961,r_texFilterDisable
0x7fd1ff8b,r_texFilterAnisoMin
0x565c7d78,r_texFilterMipMode
0x56565b72,r_texFilterMipBias
0x8dba54a9,r_fullbright
0x3e396234,r_debugShader
0x1ef61aaf,r_debugPerformance
0x8c662fd3,r_lightConflicts
0x227099c1,r_zebrastripe
0x752b8f54,r_loadingScreen
0x07516e8d,r_multiGpu
0xa53344b6,r_texFilterQuality
0xe8e33aac,r_lodScaleRigid
0xaf42f0c3,r_lodBiasRigid
0x00684a89,r_lodScaleSkinned
0xdd8de260,r_lodBiasSkinned
0xc68b7557,r_skinnedCacheOverflowLodMaxScale
0x48916ef7,r_skinnedCacheOverflowLodScaleDecay
0xb77b2116,r_autoLodScale
0x31a678d6,r_znear
0x18c6d969,r_zfar
0x1043c232,r_fog
0x1e98bab5,r_picmip_manual
0x4ec69c58,r_picmip
0x337ce88b,r_picmip_bump
0x338624a2,r_picmip_spec
0x7d96a674,r_lightMapSecondary
0x42123026,r_lightMapFilterDisable
0xfe8c3db3,r_colorMap
0x996beefd,r_normalMap
0xe31f8d0a,r_drawLitDrawlists
0xfbdcb497,r_drawLightmapDrawlists
0x47e6823a,r_alphaMap
0x20d69b73,r_specularMap
0xcfed433c,r_glossMap
0xefbd9983,r_occlusionMap
0x7b3e1437,r_warmShaders
0x87e608d4,r_loadForRenderer
0xc812e1fd,r_resampleScene
0x2116bbc0,r_showPenetration
0x89a92f15,r_showLightGrid
0x640a2888,r_showLightingOrigins
0xf264b36f,r_showMissingLightGrid
0xa258f580,r_showReflectionProbeSelection
0xd717740a,r_lightTweakAmbient
0xdaaf16d8,r_lightTweakSunLight
0x9271bc69,r_lightTweakAmbientColor
0xda0f9abf,r_lightTweakSunColor
0x1e89eee5,r_lightTweakSunDiffuseColor
0xda7a2601,r_lightTweakSunDirection
0x14985435,r_showSunDirectionDebug
0x98404922,r_showOutdoorVolumeDebug
0x81e8db50,r_materialXYZ
0x87204f02,r_norefresh
0x80831b9e,r_scaleViewport
0x177d74bf,r_smp_worker
0x193bc1c9,r_smp_worker_threads
0x193bc186,r_smp_worker_thread0
0xf55836ad,r_aaSamples
0x34553033,r_aaSamplesMax
0x31612b69,r_vsync
0xbbbcc6b6,r_vsyncThreshold
0xc8f3b4bc,r_clearColor
0xe76a4c6e,r_clearColor2
0x3d91d684,r_viewportBackingColor
0xeded1e11,r_dlightLimit
0x36b1a874,r_dobjLimit
0x891a7326,r_modelLimit
0x96d55cb9,r_brushLimit
0x5ed10b2d,r_spotLightShadows
0x45f8add1,r_spotLightSModelShadows
0xa160548a,r_spotLightEntityShadows
0x2bf09a59,r_flashLightFovInnerFraction
0x5cc52352,r_flashLightStartRadius
0x752fc99b,r_flashLightEndRadius
0x9b36bf55,r_flashLightShadows
0x40fbb875,r_flashLightBrightness
0x50939383,r_flashLightOffset
0x96099949,r_flashLightRange
0x9501cf9b,r_flashLightColor
0x433f7fa3,r_flashLightBobAmount
0x8f065cbb,r_flashLightBobRate
0xc3e6a2e3,r_flashLightSpecularScale
0xff9ff7b0,r_flashLightFlickerAmount
0x70df6d88,r_flashLightFlickerRate
0xcd92c247,r_drawWater
0x01af2e58,r_lockPvs
0xb2caf0ca,r_lockPvsInCode
0x13a18606,r_skipPvs
0xba73e6b8,r_singleCell
0x6932ccc2,r_showForcedInvisibleCells
0x6d141c16,r_portalWalkLimit
0x312ccc5a,r_portalMinRecurseDepth
0x98d0f001,r_enableOccluders
0x2234c8c9,r_highLodDist
0x80806aea,r_mediumLodDist
0x2f36403b,r_lowLodDist
0x7d2e26a7,r_lowestLodDist
0xd07066a4,r_forceLod
0x1f37b307,r_modelVertColor
0xf3745721,sm_sunEnable
0x0e13a223,sm_sunQuality
0xef8da2b3,sm_spotQuality
0x766885b1,sm_spotEnable
0xd52875d5,sm_maxLights
0x75be6e0f,sm_spotShadowFadeTime
0xaa14afef,sm_sunAlwaysCastsShadow
0xbbe14732,sm_polygonOffsetBias
0x1a3c7d9d,sm_sunSampleSizeNear
0x44259ba1,sm_sunShadowCenter
0x9e57a848,sm_sunShadowScale
0x9e5d2419,sm_sunShadowSmall
0xd8ae81c0,sm_sunShadowSmallEnable
0xf462da95,r_flameScaler
0x0217006e,r_zombieDisableSlideEffect
0x4dfcd7d1,r_zombieDisableEarthEffect
0x5b8ec763,r_zombieNameAllowFriendsList
0x53380d37,r_zombieNameAllowDevList
0x1c141d6b,sm_spotShadowLargeRadiusScale
0xba22d76d,sm_strictCull
0x1ac3422e,sm_fastSunShadow
0x4a8c3418,r_noipak
0x7d7b97c0,r_stereo3DAvailable
0xac8364bc,r_stereo3DOn
0xdaee7c84,r_stereo3DMode
0xf4a656b8,r_stereo3DEyeSeparation
0xd0e24492,r_stereo3DEyeSeparationScaler
0xf50495dd,r_stereoFocusDepth
0x6d1cced0,r_stereoGunShift
0xf809bf2c,r_stereoTurretShift
0xc3bec619,r_dualPlayEnable
0xb9ada04e,r_dualPlayActive
0x97929f1b,r_dualPlayTestCount
0x18b9cc6b,r_blur
0xa3191622,r_flame_allowed
0x2676b233,r_filmLut
0x2d8a998f,r_filmTweakLut
0xc250c9b4,r_forceCameraNode
0x0da54081,r_forceCameraHdg
0xa249616d,r_forceCamerarecord
0x7f5af570,r_enablePlayerShadow
0xcb838423,r_enableFlashlight
0xe1e26c15,r_waterFogTest
0x0390d8c4,r_contrast
0xe897ea4f,r_brightness
0xe1092e29,r_desaturation
0xe64f5ad3,r_filmTweakBrightness
0x2a5ecfad,r_filmTweakDesaturation
0x06031352,r_filmTweakInvert
0xcf79e67a,r_filmUseTweaks
0xfca2df41,r_filmTweakEnable
0xa3556655,exp_softclip
0x22552a34,vc_LIB
0x22552a39,vc_LIG
0x22552a49,vc_LIW
0x22552afa,vc_LOB
0x22552b0f,vc_LOW
0x6cfdb2e0,vc_RGBH
0x6cfdb2e4,vc_RGBL
0x108e393e,vc_YH
0x108e3942,vc_YL
0x81d4d99e,r_bloomTweaks
0x00e4f489,r_bloomHiQuality
0x3336d70d,r_dofHDR
0x108e3862,vc_RS
0x108e3854,vc_RE
0x2255488f,vc_SMR
0x22554884,vc_SMG
0x2255487f,vc_SMB
0x22552f09,vc_MMR
0x22552efe,vc_MMG
0x22552ef9,vc_MMB
0x225519c4,vc_HMR
0x225519b9,vc_HMG
0x225519b4,vc_HMB
0x22551077,vc_FGM
0x22551203,vc_FSM
0x22550fd2,vc_FBM
0x22552bd2,vc_LUT
0x6cfe5cef,vc_SNAP
0xe1fd5615,r_sunFlareTint
0x14388713,r_waterWaveAngle
0xcf475521,r_waterWaveWavelength
0xc5902371,r_waterWaveAmplitude
0x154493bd,r_waterWavePhase
0x0d834e26,r_waterWaveSteepness
0x157f4f7d,r_waterWaveSpeed
0xbacbbf87,r_waterWaveBase
0x5f2d1955,r_dof_enable
0x518a2aca,r_dof_tweak
0x79795549,r_dof_nearBlur
0x74ab139c,r_dof_farBlur
0x65001f28,r_dof_viewModelStart
0x6e57eb31,r_dof_viewModelEnd
0xa9dbad62,r_dof_nearStart
0xe4a6a2eb,r_dof_nearEnd
0x0b453615,r_dof_farStart
0x60a062de,r_dof_farEnd
0xdba4bfad,r_dof_bias
0xf550da16,r_dof_showdebug
0xb760648e,r_flameFX_distortionScaleFactor
0x046752b6,r_flameFX_magnitude
0xd78a9c21,r_flameFX_FPS
0x59bffcee,r_flameFX_fadeDuration
0xbccc5715,r_waterSheetingFX_allowed
0x7bc65734,r_waterSheetingFX_enable
0x7feaefe3,r_waterSheetingFX_distortionScaleFactor
0xec12768b,r_waterSheetingFX_magnitude
0x992fecf5,r_waterSheetingFX_radius
0x3033f08e,r_anaglyphFX_enable
0x93be58eb,r_rimIntensity_debug
0x3b81a865,r_rimIntensity
0x3260753a,r_genericSceneVector_debug
0xc9e32424,r_genericSceneVector0
0xc9e32425,r_genericSceneVector1
0xc9e32426,r_genericSceneVector2
0xc9e32427,r_genericSceneVector3
0xa9a7634b,r_reviveFX_debug
0x3cc9acee,r_reviveFX_edgeColorTemp
0xe67699a3,r_reviveFX_edgeSaturation
0x0eca6d21,r_reviveFX_edgeScale
0x44eb9187,r_reviveFX_edgeContrast
0xdefc9460,r_reviveFX_edgeOffset
0xbed8002d,r_reviveFX_edgeAmount
0xb8b84d10,r_reviveFX_edgeMaskAdjust
0xabf38118,r_poisonFX_debug_enable
0x0318bd34,r_poisonFX_pulse
0xe6c1015f,r_poisonFX_dvisionX
0xe2319a24,r_poisonFX_blurMin
0xe2319926,r_poisonFX_blurMax
0x1950ee71,r_zbufferDebug
0xa6f298de,r_zbufferDebugRange
0xb805078e,r_fogTweak
0x60d5e681,r_fogBaseDist
0xda1edfe1,r_fogHalfDist
0xf6f02606,r_fogBaseHeight
0xe65cf766,r_fogHalfHeight
0xb6cd2391,r_fogColor
0x3be6948b,r_fogOpacity
0x08f9e0c7,r_fogSunColor
0xcc377741,r_fogSunOpacity
0x09e1f580,r_fogSunPitch
0xb631f459,r_fogSunYaw
0x0965eea4,r_fogSunInner
0x09d671d7,r_fogSunOuter
0x30fb6e0d,r_exposureTweak
0x3113af0e,r_exposureValue
0xdab558f6,r_finalShiftX
0xdab558f7,r_finalShiftY
0x86138a2e,r_primaryLightUseTweaks
0x29db0183,r_primaryLightTweakDiffuseStrength
0x0b25e37c,r_primaryLightTweakSpecularStrength
0x0d225a6a,r_lightGridEnableTweaks
0x179c52db,r_lightGridIntensity
0x04cc2fa2,r_lightGridContrast
0xe8a6acfa,r_heroLighting
0xadb4b524,r_heroLightScale
0x23140c58,r_num_viewports
0x05ee08d3,r_outdoorAwayBias
0x956c11b9,r_outdoorDownBias
0x19022c01,r_outdoorFeather
0xc6e00dde,r_sun_from_dvars
0xc141a400,r_defaultMode
0x4f6f6ffe,r_monitor
0xa9d8df01,r_currentMonitor
0x91297707,r_monitorCount
0x50898175,r_aspectRatio
0x3783fecd,r_aspectRatioWindow
0x7d344216,r_customMode
0x7ebf2447,r_open_automate
0x97b9f058,r_superflare_drawlist
0x3157f17d,r_grassEnable
0xd29efd78,r_skyTransition
0x4302f51d,r_skyRotation
0x84e53235,r_shaderDebugA
0x84e53236,r_shaderDebugB
0x84e53237,r_shaderDebugC
0x6eb3ab6a,r_enableCubicUpsample
0x738ebd94,r_cubicUpsampleParam
0x88cef962,r_skyColorTemp
0x6c53817d,r_blinkLitQuasiOpaque
0x4f86874e,r_blinkTrans
0x2c878e96,r_blinkLayers
0x040b36a6,r_blinkCullNone
0x7a70ac47,r_fullPrepass
0x296fbfa6,r_lightmapOnlyBspSurfs
0x6a02a845,r_lightmapOnlySModelSurfs
0x76a6b108,r_lightmapOnlyEntSurfs
0x1665ae24,r_sortDrawSurfsBsp
0x3cf4a8b8,r_sortDrawSurfsStaticModel
0x416b48fb,r_sortBackToFront
0xf7ab0b95,r_swrk_override_characterCharredAmount
0x671c0e30,r_swrk_override_characterDissolveColor
0xb19289a4,r_swrk_override_wetness
0x4a60b6ed,r_debugShowPrimaryLights
0xdce826ce,r_debugShowDynamicLights
0x6bbd9273,r_debugShowCoronas
0xe0ae7105,r_debugMetalStorm
0xe9d9108d,r_disableGenericFilter
0xc1d9ab4b,r_drawDebugFogParams
0x3cf504f4,r_seethru_decal_enable
0x12cf79bc,r_tension_enable
0x401c9206,r_ui3d_debug_display
0x6a60beec,r_ui3d_use_debug_values
0x5a55edc2,r_ui3d_x
0x5a55edc3,r_ui3d_y
0x5a55edc1,r_ui3d_w
0x5a55edb2,r_ui3d_h
0xb46fd69b,r_multi_extracam_debug
0x57474cd7,r_missile_cam_debug_display
0x73612a63,r_extracam_custom_aspectratio
0xb97d3050,r_extracam_lod_scale
0x0efa34cf,r_qrcode_debug_display
0xb14e8469,r_qrcode_debug_display_size
0xcb593133,r_shader_constant_set_debug_range
0x6a53e647,r_shader_constant_set_enable
0x237f0d10,r_sky_intensity_showDebugDisplay
0xf815f309,r_sky_intensity_angle0
0xf815f30a,r_sky_intensity_angle1
0x5d20a801,r_sky_intensity_factor0
0x5d20a802,r_sky_intensity_factor1
0x6ca71b05,r_fog_disable
0xe2ec341e,r_grassWindForceEnable
0xb9ca4325,r_dpvs_useCellForceInvisibleBits
0x70620fe0,r_remotescreen_renderlastframe
0x077bf7b7,r_vc_compile
0xa9999a7c,gumpgumpgumpgump_name3
0x3eb30083,gumpgumpgump_name3
0x62147b0a,gumpgump_name3
0x3de7ca11,gump_name3
0xde68ee01,restore_gump_name
0x5a6b41c9,language
0x7b7cc786,loc_language
0xd8184d7b,loc_forceEnglish
0xac1dde0b,loc_warnings
0x71b8087c,loc_warningsAsErrors
0x173c1f24,fs_debug
0x8e023a2b,fs_copyfiles
0xfc601cd1,fs_cdpath
0xc8efa5e5,fs_basepath
0xc8eab592,fs_basegame
0xc2a65097,fs_game
0x37132db9,fs_usermapdir
0x1df81df8,fs_ignoreLocalized
0x7a2b01f3,fs_homepath
0x6db4ebae,fs_userDocuments
0xc2068f2d,fs_restrict
0xf0017528,fs_usedevdir
0x300ad8e6,stat_version
0x6a4569ea,classVersionNumber
0xbe4e7ac7,gpad_sticksConfig
0x5bd5ec05,gpad_buttonsConfig
0xa5c4e866,gpad_button_rstick_deflect_max
0x11401ba0,gpad_button_lstick_deflect_max
0x442d8970,sensitivity
0x0156eb63,ui_mousePitch
0x7e8c108b,gpad_enabled
0x730d93c5,cg_drawFPS
0xe7d5d4b2,com_recommendedSet
0x18bfdf1b,r_mode
0xdf30db95,sd_xa2_device_name
0xdf2d597d,sd_xa2_device_guid
0x58de470e,sys_configureGHz
0x6b899e51,sys_sysMB
0xbabffb2f,sys_gpu
0x260ad10e,sys_configSum
0xb6c90254,sys_cpuGHz
0x8fed046c,sys_cpuName
0xdd7f5246,safeArea_horizontal
0x149ce636,safeArea_vertical
0x02f8b8da,ui_safearea
0xbedf0d7e,cl_deathMessageWidth
0xcbe2e603,con_gameMsgWindow0MsgTime
0x9894d13e,con_gameMsgWindow0LineCount
0xd4237feb,con_gameMsgWindow0ScrollTime
0xc265f283,con_gameMsgWindow0FadeInTime
0xed5bc464,con_gameMsgWindow0FadeOutTime
0xa2d37e61,con_gameMsgWindow0SplitscreenScale
0xb824bae4,con_gameMsgWindow1MsgTime
0x9c9f625f,con_gameMsgWindow1LineCount
0x5980352c,con_gameMsgWindow1ScrollTime
0x47c2a7c4,con_gameMsgWindow1FadeInTime
0x1e4f21c5,con_gameMsgWindow1FadeOutTime
0x35ad6062,con_gameMsgWindow1SplitscreenScale
0xa4668fc5,con_gameMsgWindow2MsgTime
0xa0a9f380,con_gameMsgWindow2LineCount
0xdedcea6d,con_gameMsgWindow2ScrollTime
0xcd1f5d05,con_gameMsgWindow2FadeInTime
0x4f427f26,con_gameMsgWindow2FadeOutTime
0xc8874263,con_gameMsgWindow2SplitscreenScale
0x90a864a6,con_gameMsgWindow3MsgTime
0xa4b484a1,con_gameMsgWindow3LineCount
0x64399fae,con_gameMsgWindow3ScrollTime
0x527c1246,con_gameMsgWindow3FadeInTime
0x8035dc87,con_gameMsgWindow3FadeOutTime
0x5b612464,con_gameMsgWindow3SplitscreenScale
0x195c44bd,con_typewriterColorBase
0xb46f331a,cl_nodelta
0xe1c32ba0,cl_leanCountMin
0x57577b9f,emblemImageUpload
0xc6dac0f7,cg_rangeFinderDefaultColor
0x98bcdeee,cg_rangeFinderActiveColor
0x38585241,cg_rangeFinderMinEnemySpottingDist
0xeebb3ea2,cg_rangeFinderPlayerTargetSize
0x9a235d4f,cg_rangeFinderActiveWidth
0xbb4bcac8,cg_rangeFinderActiveHeight
0x615d4a4c,cg_rangeFinderDiamondIndicator
0x471858ea,cg_rangeFinderDiamondSize
0x26f0caef,cg_sonarAttachmentBlur
0xa57fe014,cg_sonarAttachmentMaxDist
0x46e0b17a,cg_sonarAttachmentSpeedDelay
0x82d0128f,cg_sonarAttachmentFadeFriendlies
0x7448d1d9,cg_sonarAttachmentHideFriendlies
0x591c124c,cg_sonarAttachmentEmpFade
0x7a7421a8,cg_sonarAttachmentPulseInterval
0x5e8cbc12,cg_sonarAttachmentPulseTime
0x568eebb1,cg_sonarAttachmentMaxSpeed
0xb3631e04,cg_sonarAttachmentDistanceFactor
0x9146a1f9,cg_sonarAttachmentSpeedTimeRatio
